,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
213,LU0599612842,OSSIAM EUROPE ESG MACHINE LEAR UCITS ETF,EUMV:MILANO,ACTIVE ETF,"0,65%",Accumulating,EUR
214,LU0599613147,OSSIAM STX EU600 EQ WEIGHT NR UCITS ETF,S6EW:MILANO,ETF,"0,35%",Accumulating,EUR
215,IE00B5M4WH52,ISHARES JP MOR EM LOC GOV BOND UCITS ETF,SEML:MILANO,ETF,"0,50%",Distributing,EUR
216,FR0010655746,AMUNDI MSCI SPAIN UCITS ETF,CS1:MILANO,ETF,"0,25%",Accumulating,EUR
217,FR0010655761,AMUNDI MSCI UK UCITS ETF,CU1:MILANO,ETF,"0,25%",Accumulating,EUR
218,LU0690964092,XTRACKERS II GL GOVT EUR HED D UCITS ETF,XGVD:MILANO,ETF,"0,25%",Distributing,EUR
219,LU0613540268,XTRACKERS II ITAL GOV 0-1 SWAP UCITS ETF,XBOT:MILANO,ETF,"0,15%",Accumulating,EUR
220,IE00B6YX5F63,SPDR BL 1-3 Y EUR GOV BOND UCITS ETF,GOVS:MILANO,ETF,"0,15%",Distributing,EUR
221,IE00B4613386,SPDR BL EM MKTS LOCAL BOND UCITS ETF,EMLD:MILANO,ETF,"0,55%",Distributing,EUR
222,IE00B3T9LM79,SPDR BL EUR CORPORATE BOND UCITS ETF,EUCO:MILANO,ETF,"0,12%",Distributing,EUR
223,IE00B3S5XW04,SPDR BL EUR GOVT BOND UCITS ETF,GOVY:MILANO,ETF,"0,15%",Distributing,EUR
224,IE00B3YLTY66,SPDR MSCI ACWI IMI UCITS ETF,IMIE:MILANO,ETF,"0,40%",Accumulating,EUR
225,IE00B466KX20,SPDR MSCI EM ASIA UCITS ETF,EMAE:MILANO,ETF,"0,55%",Accumulating,EUR
226,IE00B469F816,SPDR MSCI EMERGING MARKETS UCITS ETF,EMRG:MILANO,ETF,"0,18%",Accumulating,EUR
227,IE00B6YX5B26,SPDR S&P EMERG MKTS DVD ARIST UCITS ETF,EMDV:MILANO,ETF,"0,55%",Distributing,EUR
228,IE00B6YX5D40,SPDR S&P US DIV ARISTOCRATS UCITS ETF,USDV:MILANO,ETF,"0,35%",Distributing,EUR
229,IE00B6YX5M31,SPDR BL EURO HIGH YLD BOND UCITS ETF,JNKE:MILANO,ETF,"0,40%",Distributing,EUR
230,IE00B6YX5C33,SPDR S&P 500 UCITS ETF,SPY5:MILANO,ETF,"0,09%",Distributing,EUR
231,IE00B5M1WJ87,SPDR S&P EURO DIV ARISTOCRATS UCITS ETF,EUDV:MILANO,ETF,"0,30%",Distributing,EUR
232,LU0659580079,XTRACKERS MSCI JAPAN EU HEDGED UCITS ETF,XMK9:MILANO,ETF,"0,60%",Accumulating,EUR
233,LU0779800910,XTRACKERS CSI300 SWAP UCITS ETF,XCHA:MILANO,ETF,"0,50%",Accumulating,EUR
234,IE00B7LW6Y90,ISHARES ITALY GOVT BOND UCITS ETF DIST,IITB:MILANO,ETF,"0,20%",Distributing,EUR
235,FR0010424135,LYXOR ESTX50 DAILY -1X LEV UCITS ETF ACC,BSX:MILANO,STRUCTURED ETF,"0,40%",Accumulating,EUR
236,IE00B77D4428,UBS (IRL) MSCI USA UCITS ETF A-DIS,USAEUY:MILANO,ETF,"0,14%",Distributing,EUR
237,IE00B78JSG98,UBS (IRL) MSCI USA VALUE UCITS ETF A-DIS,USVEUY:MILANO,ETF,"0,35%",Distributing,EUR
238,IE00B7K93397,UBS (IRL) S&P 500 UCITS ETF A-DIS,SP5EUY:MILANO,ETF,"0,12%",Distributing,EUR
239,IE00B3Z3FS74,UBS MSCI EMERG MKTS SF UCITS ETF A-ACC,EMGEAS:MILANO,ETF,"0,21%",Accumulating,EUR
240,IE00B7WK2W23,UBS MSCI AC AS EX JPN SF UCITS ETF A-ACC,AJEUAS:MILANO,ETF,"0,23%",Accumulating,EUR
241,LU0721552544,UBS BBG US 1-3Y TREAS UCITS ETF,UT1EUA:MILANO,ETF,"0,12%",Distributing,EUR
242,LU0721552973,UBS BBG US 7-10Y TREA UCITS ETF,UT7EUA:MILANO,ETF,"0,12%",Distributing,EUR
243,LU0136242590,UBS FTSE 100 UCITS ETF A-DIS,100EUA:MILANO,ETF,"0,20%",Distributing,EUR
244,LU0480132876,UBS MSCI EMERGING MKTS UCITS ETF A-DIS,EMMEUA:MILANO,ETF,"0,23%",Distributing,EUR
245,LU0629459743,UBS MSCI WORLD SOC RESP UCITS ETF A-DIS,WSREUA:MILANO,ETF,"0,22%",Distributing,EUR
246,LU0629460089,UBS MSCI USA SOCIALLY RESPONS UCITS ETF,ASREUA:MILANO,ETF,"0,22%",Distributing,EUR
247,LU0629460675,UBS MSCI EMU SOCIALLY RESPONS UCITS ETF,ESREUA:MILANO,ETF,"0,22%",Distributing,EUR
248,LU0629460832,UBS MSCI PACIF SOC RESP UCITS ETF A-DIS,PSREUA:MILANO,ETF,"0,37%",Distributing,EUR
249,LU0721553864,UBS BL EUR LIQ CORP A-DIS UCITS ETF,ECOEUA:MILANO,ETF,"0,18%",Distributing,EUR
250,LU0846194776,XTRACKERS MSCI EMU UCITS ETF,XD5E:MILANO,ETF,"0,15%",Distributing,EUR
251,IE00B4WPHX27,L&G LONGER DATED ALL COMM UCITS ETF,COMF:MILANO,ETF,"0,30%",Accumulating,EUR
252,LU0832435464,LYXOR SP500 VIX FUT EN ROL UCITS ETF ACC,LVO:MILANO,ETF,"0,60%",Accumulating,EUR
253,LU0839027447,XTRACKERS NIKKEI 225 UCITS ETF,XDJP:MILANO,ETF,"0,09%",Distributing,EUR
254,IE00B910VR50,SPDR MSCI EMU UCITS ETF,EURO:MILANO,ETF,"0,18%",Accumulating,EUR
255,IE00B8GF1M35,SPDR DJ GLOBAL REAL ESTATE UCITS ETF,GLRE:MILANO,ETF,"0,40%",Distributing,EUR
256,IE00B802KR88,SPDR S&P 500 LOW VOLATILITY UCITS ETF,LOWV:MILANO,ETF,"0,35%",Accumulating,EUR
257,IE00B7J7TB45,ISHARES GLOBAL CORP BOND UCITS ETF DIST,CORP:MILANO,ETF,"0,20%",Distributing,EUR
258,IE00B4PY7Y77,ISHARES $ HIGH YIELD CORP UCITS ETF DIST,IHYU:MILANO,ETF,"0,50%",Distributing,EUR
259,IE00B4L5ZG21,ISHARES EU COR BOND EXFIN UCITS ETF DIST,IEXF:MILANO,ETF,"0,20%",Distributing,EUR
260,IE00B6TLBW47,ISHARES JP MORG $ EM CORP BOND UCITS ETF,EMCR:MILANO,ETF,"0,50%",Distributing,EUR
261,IE00B58HMN42,UBS CMCI COMP SF UCITS ETF EUR HED A-ACC,CCEUAS:MILANO,ETF,"0,34%",Accumulating,EUR
262,FR0011475078,LYXOR JAPAN TOPIX DAI HED UCITS ETF DIST,JPNH:MILANO,ETF,"0,45%",Distributing,EUR
263,LU0879397742,UBS SBI FOR AAA-BBB 1-5 ESG UCITS ETF,SB5:MILANO,ETF,"0,20%",Distributing,EUR
264,LU0879399441,UBS SBI FOR AAA-BBB 5-10 ESG UCITS ETF,SB10:MILANO,ETF,"0,20%",Distributing,EUR
265,LU0876440578,OSSIAM RISK WEIG EN COMM EX GR UCITS ETF,CRWE:MILANO,ETF,"0,45%",Accumulating,EUR
266,LU0494592974,XTRACKERS II AUSTRAL GOVT BOND UCITS ETF,XCS2:MILANO,ETF,"0,25%",Accumulating,EUR
267,LU0908508731,XTRACKERS II GLOB GOVT BOND UCITS ETF 5C,XG7S:MILANO,ETF,"0,25%",Accumulating,EUR
268,LU0908508814,XTRACKERS II GL INFL-LINKED UCITS ETF 5C,XGIU:MILANO,ETF,"0,25%",Accumulating,EUR
269,LU0925589839,XTRAC II EUROZ GOV YLD PLU 1-3 UCITS ETF,XYP1:MILANO,ETF,"0,15%",Accumulating,EUR
270,LU0959211243,LYXOR S&P 500 DAI EU HED UCITS ETF DIST,SPXH:MILANO,ETF,"0,09%",Distributing,EUR
271,IE00BD4TYG73,UBS MSCI USA EUR HEDGED UCITS ETF A-ACC,USEUWH:MILANO,ETF,"0,19%",Accumulating,EUR
272,LU0977261329,UBS MSCI SWITZERL 20/35 UCITS ETF A-ACC,SW2CHB:MILANO,ETF,"0,20%",Accumulating,EUR
273,LU0952581584,XTRACKERS II JAPAN GOVT BOND UCITS ETF,XJSE:MILANO,ETF,"0,15%",Accumulating,EUR
274,IE00BCRY6003,ISHARES $ SHT DUR YLD COR UCITS ETF DIST,SDHY:MILANO,ETF,"0,45%",Distributing,EUR
275,IE00BCRY6557,ISHARES EU ULTRASHT BOND UCITS ETF DIST,ERNE:MILANO,ETF,"0,09%",Distributing,EUR
276,IE00B6X2VY59,ISHARES€ COR BO.INT.RA. H ESG UCITS ETF,IRCP:MILANO,ETF,"0,25%",Distributing,EUR
277,LU0969639128,UBS BBG EU 1-10Y TREA UCITS ETF,SS1EUA:MILANO,ETF,"0,17%",Distributing,EUR
278,IE00BC7GZW19,SPDR BL 0-3Y EUR CORP BOND UCITS ETF,SEUC:MILANO,ETF,"0,20%",Distributing,EUR
279,IE00B99FL386,SPDR BL SASB US HY CORP ESG UCITS ETF,SJNK:MILANO,ETF,"0,30%",Distributing,EUR
280,IE00B9CQXS71,SPDR S&P GLOB DIV ARISTOCRATS UCITS ETF,GLDV:MILANO,ETF,"0,45%",Distributing,EUR
281,IE00B9KNR336,SPDR S&P PAN ASIA DIV ARISTOCR UCITS ETF,PADV:MILANO,ETF,"0,55%",Distributing,EUR
282,IE00BC7GZX26,SPDR BL 0-3 Y US CORP BOND UCITS ETF,SUSC:MILANO,ETF,"0,12%",Distributing,EUR
283,IE00B4YBJ215,SPDR S&P 400 US MID CAP UCITS ETF,SPY4:MILANO,ETF,"0,30%",Accumulating,EUR
284,LU0875160326,XTRACKERS HARVEST CSI300 UCITS ETF,RQFI:MILANO,ETF,"1,10%",Distributing,EUR
285,LU0942970103,XTRACKERS II ESG GL AGGR BOND UCITS ETF,XBAG:MILANO,ETF,"0,10%",Accumulating,EUR
286,LU0942970798,XTRACKERS II ESG GLO AGG BOND UCITS ETF,XBAE:MILANO,ETF,"0,15%",Accumulating,EUR
287,IE00B5377D42,ISHARES MSCI AUSTRALIA UCITS ETF USD ACC,SAUS:MILANO,ETF,"0,50%",Accumulating,EUR
288,FR0011758085,LXR FTSE ITALI PMI PIR 2020 DR UCITS ETF,ITAMID:MILANO,ETF,"0,40%",Distributing,EUR
289,IE00B2QWDY88,ISHARES MSCI JA SMALL CAP UCITS ETF DIST,ISJP:MILANO,ETF,"0,58%",Distributing,EUR
290,LU1048314196,UBS BBG EU AREA LIQ COR 1-5Y UCITS ETF,CBEU5:MILANO,ETF,"0,18%",Distributing,EUR
291,LU1048317025,UBS BLOOM US LIQ CORP UCITS ETF,CBUSE:MILANO,ETF,"0,23%",Accumulating,EUR
292,IE00BHBFDF83,L&G E FUND MSCI CHINA A UCITS ETF,CASH:MILANO,ETF,"0,88%",Accumulating,EUR
293,IE00BGHQ0G80,XTRACKERS MSCI AC WORLD ESG SC UCITS ETF,XMAW:MILANO,ETF,"0,25%",Accumulating,EUR
294,IE00BJ0KDR00,XTRACKERS MSCI USA UCITS ETF,XD9U:MILANO,ETF,"0,09%",Accumulating,EUR
295,LU0274211480,XTRACKERS DAX UCITS ETF,XDAX:MILANO,ETF,"0,09%",Accumulating,EUR
296,IE00BCLWRF22,ISHARES MSCI EMU LARGE CAP UCITS ETF ACC,EMUL:MILANO,ETF,"0,49%",Accumulating,EUR
297,IE00BKM4GZ66,ISHARES CORE MSCI EM IMI UCITS ETF ACC,EIMI:MILANO,ETF,"0,18%",Accumulating,EUR
298,IE00B60SWX25,INVESCO EURO STOXX 50 UCITS ETF,SDJE50:MILANO,ETF,"0,05%",Accumulating,EUR
299,IE00B5MTWD60,INVESCO STX EUR 600 OPTIM BANK UCITS ETF,X7PS:MILANO,ETF,"0,20%",Accumulating,EUR
300,IE00BFG1RG61,INVESCO GS EQUITY FAC WORLD UCITS ETF,EFIW:MILANO,ETF,"0,55%",Accumulating,EUR
301,IE00B8CJW150,INVESCO US ENERGY INFRASTR UCITS ETF (B),MLPD:MILANO,ETF,"0,50%",Distributing,EUR
302,IE00B94ZB998,INVESCO US ENERGY INFRASTR UCITS ETF (A),MLPS:MILANO,ETF,"0,50%",Accumulating,EUR
303,IE00B3DWVS88,INVESCO MSCI EMERGING MARKETS UCITS ETF,MXFS:MILANO,ETF,"0,19%",Accumulating,EUR
304,IE00B60SWY32,INVESCO MSCI EUROPE UCITS ETF,SMSEUR:MILANO,ETF,"0,19%",Accumulating,EUR
305,IE00B60SX287,INVESCO MSCI JAPAN UCITS ETF,SMSJPN:MILANO,ETF,"0,19%",Accumulating,EUR
306,IE00B60SX394,INVESCO MSCI WORLD UCITS ETF,SMSWLD:MILANO,ETF,"0,19%",Accumulating,EUR
307,IE00B60SX402,INVESCO RUSSELL 2000 UCITS ETF,SR2000:MILANO,ETF,"0,45%",Accumulating,EUR
308,IE00B3YCGJ38,INVESCO S&P 500 UCITS ETF,SPXS:MILANO,ETF,"0,05%",Accumulating,EUR
309,IE00B60SWW18,INVESCO STOXX EUROPE 600 UCITS ETF,SDJ600:MILANO,ETF,"0,19%",Accumulating,EUR
310,IE00B449XP68,INVESCO CON DIS S&P US SEL SEC UCITS ETF,XLYS:MILANO,ETF,"0,14%",Accumulating,EUR
311,IE00B435BG20,INVESCO CON STA S&P US SEL SEC UCITS ETF,XLPS:MILANO,ETF,"0,14%",Accumulating,EUR
312,IE00B435CG94,INVESCO ENERGY S&P US SEL SECT UCITS ETF,XLES:MILANO,ETF,"0,14%",Accumulating,EUR
313,IE00B42Q4896,INVESCO FINANCS S&P US SEL SEC UCITS ETF,XLFS:MILANO,ETF,"0,14%",Accumulating,EUR
314,IE00B3WMTH43,INVESCO HEA CAR S&P US SEL SEC UCITS ETF,XLVS:MILANO,ETF,"0,14%",Accumulating,EUR
315,IE00B3YC1100,INVESCO INDUSTR S&P US SEL SEC UCITS ETF,XLIS:MILANO,ETF,"0,14%",Accumulating,EUR
316,IE00B3XM3R14,INVESCO MATER S&P US SEL SEC UCITS ETF,XLBS:MILANO,ETF,"0,14%",Accumulating,EUR
317,IE00B3VSSL01,INVESCO TECHNO S&P US SEL SEC UCITS ETF,XLKS:MILANO,ETF,"0,14%",Accumulating,EUR
318,IE00B3VPKB53,INVESCO UTIL S&P US SEL SEC UCITS ETF,XLUS:MILANO,ETF,"0,14%",Accumulating,EUR
319,IE00BF8HV600,PIMCO US SH-TERM HIGH YLD EUR UCITS ETF,STHE:MILANO,ETF,"0,60%",Distributing,EUR
320,IE00B5ZR2157,PIMCO EURO SHORT MATURITY UCITS ETF,PJS1:MILANO,ACTIVE ETF,"0,35%",Distributing,EUR
321,IE00B23LNQ02,INVESCO FTSE RAFI ALL WLD 3000 UCITS ETF,PSRW:MILANO,ETF,"0,50%",Distributing,EUR
322,IE00BHZKHS06,L&G US ENERGY INFRASTR MLP UCITS ETF,MLPI:MILANO,ETF,"0,25%",Distributing,EUR
323,IE00BMP3HG27,UBS S&P DIVID ARIST ESG UCITS UCITS ETF,GLDVD:MILANO,ETF,"0,30%",Distributing,EUR
324,FR0011607084,LYXOR 10Y US TREAS DAI -2X UCITS ETF ACC,DSUS:MILANO,STRUCTURED ETF,"0,20%",Accumulating,EUR
325,IE00BLSNMW37,INVESCO GLOB BUYBACK ACHIEVERS UCITS ETF,BUYB:MILANO,ETF,"0,39%",Distributing,EUR
326,IE00B67B7N93,PIMCO US DOLLAR SHORT MATURITY UCITS ETF,MINT:MILANO,ACTIVE ETF,"0,35%",Distributing,EUR
327,IE00BMW3QX54,L&G GLOBAL ROBO AND AUTO UCITS ETF,ROBO:MILANO,ETF,"0,80%",Accumulating,EUR
328,IE00BKWQ0C77,SPDR MSCI EUROP CONSUM DISCRET UCITS ETF,STRX:MILANO,ETF,"0,18%",Accumulating,EUR
329,IE00BKWQ0D84,SPDR MSCI EUROP CONSUM STAPLES UCITS ETF,STSX:MILANO,ETF,"0,18%",Accumulating,EUR
330,IE00BKWQ0F09,SPDR MSCI EUROP ENERGY UCITS ETF,STNX:MILANO,ETF,"0,18%",Accumulating,EUR
331,IE00BKWQ0G16,SPDR MSCI EUROP FINANCIALS UCITS ETF,STZX:MILANO,ETF,"0,18%",Accumulating,EUR
332,IE00BKWQ0H23,SPDR MSCI EUROP HEALTH CARE UCITS ETF,STWX:MILANO,ETF,"0,18%",Accumulating,EUR
333,IE00BKWQ0J47,SPDR MSCI EUROP INDUSTRIALS UCITS ETF,STQX:MILANO,ETF,"0,18%",Accumulating,EUR
334,IE00BKWQ0L68,SPDR MSCI EUROP MATERIALS UCITS ETF,STPX:MILANO,ETF,"0,18%",Accumulating,EUR
335,IE00BKWQ0M75,SPDR MSCI EUROP SMALL CAP UCITS ETF,SMCX:MILANO,ETF,"0,30%",Accumulating,EUR
336,IE00BKWQ0K51,SPDR MSCI EUROP TECHNOLOGY UCITS ETF,STKX:MILANO,ETF,"0,18%",Accumulating,EUR
337,IE00BKWQ0N82,SPDR MSCI EUROPE COMMUNICATION UCITS ETF,STTX:MILANO,ETF,"0,18%",Accumulating,EUR
338,IE00BKWQ0Q14,SPDR MSCI EUROP UCITS ETF,EROX:MILANO,ETF,"0,25%",Accumulating,EUR
339,IE00BKWQ0P07,SPDR MSCI EUROP UTILITIES UCITS ETF,STUX:MILANO,ETF,"0,18%",Accumulating,EUR
340,IE00BJ38QD84,SPDR RUSSELL 2000 US SMALL CAP UCITS ETF,R2US:MILANO,ETF,"0,30%",Accumulating,EUR
341,IE00BFTWP510,SPDR EURO STOXX LOW VOLATILITY UCITS ETF,ELOW:MILANO,ETF,"0,30%",Accumulating,EUR
342,LU1048314949,UBS BL US LIQ COR 1-5Y UCIT UCITS ETF,CBUS5:MILANO,ETF,"0,18%",Distributing,EUR
343,LU1048316647,UBS BL US LIQ CORP UCITS ETF,CBUS:MILANO,ETF,"0,18%",Distributing,EUR
344,IE00BQQ3Q067,WISDOMTREE EMER MKT EQ INC UCITS ETF DIS,DEM:MILANO,ETF,"0,46%",Distributing,EUR
345,IE00BQZJBM26,WISDOMTREE EMERG SMALLCAP DIV UCITS ETF,DGSE:MILANO,ETF,"0,54%",Distributing,EUR
346,IE00BQZJBX31,WISDOMTREE EUROPE EQ INCOM UCITS ETF DIS,EEI:MILANO,ETF,"0,29%",Distributing,EUR
347,IE00BQZJC527,WISDOMTREE EU SMALLCAP DIV UCITS ETF DIS,DFE:MILANO,ETF,"0,38%",Distributing,EUR
348,IE00BQZJBQ63,WISDOMTREE US EQUITY INCOM UCITS ETF DIS,DHS:MILANO,ETF,"0,29%",Distributing,EUR
349,IE00BP3QZ601,ISHARES EDG MSCI WL QU FAC UCITS ETF ACC,IWQU:MILANO,ETF,"0,30%",Accumulating,EUR
350,IE00BP3QZ825,ISHARES EDG MSCI WL MO FAC UCITS ETF ACC,IWMO:MILANO,ETF,"0,30%",Accumulating,EUR
351,IE00BP3QZB59,ISHARES ED MSCI WL VAL FAC UCITS ETF ACC,IWVL:MILANO,ETF,"0,30%",Accumulating,EUR
352,IE00BP3QZD73,ISHARES ED MSCI WL SIZ FAC UCITS ETF ACC,IWSZ:MILANO,ETF,"0,30%",Accumulating,EUR
353,IE00BQN1K562,ISHARES EDG MSCI EU QU FAC UCITS ETF ACC,IEQU:MILANO,ETF,"0,25%",Accumulating,EUR
354,IE00BQN1K786,ISHARES EDG MSCI EU MO FAC UCITS ETF ACC,IEMO:MILANO,ETF,"0,25%",Accumulating,EUR
355,IE00BQN1K901,ISHARES EDG MSCI E VAL FAC UCITS ETF ACC,IEVL:MILANO,ETF,"0,25%",Accumulating,EUR
356,IE00BQN1KC32,ISHARES EDG MSCI EU SI FAC UCITS ETF ACC,IESZ:MILANO,ETF,"0,25%",Accumulating,EUR
357,IE00B8FHGS14,ISHARES EDG MSCI WD MIN VO UCITS ETF ACC,MVOL:MILANO,ETF,"0,30%",Accumulating,EUR
358,IE00B6SPMN59,ISHARES EDG S&P 500 MIN VO UCITS ETF ACC,MVUS:MILANO,ETF,"0,20%",Accumulating,EUR
359,IE00B8KGV557,ISHARES EDG MSCI EM MIN VO UCITS ETF ACC,EMV:MILANO,ETF,"0,40%",Accumulating,EUR
360,IE00B86MWN23,ISHARES EDG MSCI EU MIN VO UCITS ETF ACC,MVEU:MILANO,ETF,"0,25%",Accumulating,EUR
361,LU1079842321,OSSIAM SH BAR CAPE EU SECT VAL UCITS ETF,CAPE:MILANO,ETF,"0,65%",Accumulating,EUR
362,IE00BJZ2DC62,XTRACKERS MSCI USA ESG SCREEN UCITS ETF,XRSM:MILANO,ETF,"0,07%",Accumulating,EUR
363,IE00BM67HW99,XTRACKERS S&P 500 EUR HED UCITS ETF,XDPE:MILANO,ETF,"0,30%",Accumulating,EUR
364,IE00BJZ2DD79,XTRACKERS RUSSELL 2000 UCITS ETF,XRS2:MILANO,ETF,"0,45%",Accumulating,EUR
365,IE00B53H0131,UBS CMCI COMPOSIT SF UCITS ETF USD A-ACC,CCUSAS:MILANO,ETF,"0,34%",Accumulating,EUR
366,IE00B7N3YW49,PIMCO US SH-TERM HIGH YLD USD UCITS ETF,STHY:MILANO,ETF,"0,55%",Distributing,EUR
367,IE00BNH72088,SPDR REFIN GL CONVERT BD UCITS ETF,CONV:MILANO,ETF,"0,50%",Distributing,EUR
368,LU1048315243,UBS BBG US LIQ COR 1-5Y UCIT UCITS ETF,CBUS5E:MILANO,ETF,"0,23%",Accumulating,EUR
369,LU1109939865,XTR II EU HI YLD CORP 1-3 SWAP UCITS ETF,XHY1:MILANO,ETF,"0,25%",Accumulating,EUR
370,LU1109942653,XTRACK II EUR HI YLD CORP BOND UCITS ETF,XHYG:MILANO,ETF,"0,35%",Accumulating,EUR
371,IE00BWTN6Y99,INVESCO S&P500 HIGH DIV L VOL UCITS ETF,HDLV:MILANO,ETF,"0,30%",Distributing,EUR
372,IE00BVXC4854,WISDOMTREE JPN EQUITY UCITS ETF USD HEDG,DXJ:MILANO,ETF,"0,48%",Distributing,EUR
373,IE00BVXBH163,WISDOMTREE EUR EQUITY UCITS ETF USD HEDG,HEDJ:MILANO,ETF,"0,58%",Distributing,EUR
374,LU1190417599,LYXOR SMART OVERNIGHT UCITS ETF C-EUR,SMART:MILANO,ACTIVE ETF,"0,05%",Accumulating,EUR
375,LU1215415214,LYXOR IBOXX EUR LIQ HY BB UCITS ETF ACC,HYBB:MILANO,ETF,"0,35%",Accumulating,EUR
376,LU1233598447,LYXOR FED FUNDS USD CASH UCITS ETF ACC,FEDF:MILANO,ETF,"0,10%",Accumulating,EUR
377,IE00B52XQP83,ISHARES MSCI SOUTH AFRICA UCITS ETF ACC,SRSA:MILANO,ETF,"0,65%",Accumulating,EUR
378,IE00BSKRK281,ISHARES EU CORPOR BBB-BB UCITS ETF DIST,IEBB:MILANO,ETF,"0,25%",Distributing,EUR
379,IE00B74DQ490,ISHARES GLO HIGH YLD CORP UCITS ETF DIST,HYLD:MILANO,ETF,"0,50%",Distributing,EUR
380,IE00B9M6RS56,ISHARES JPMOR $ EM BOND EU HED UCITS ETF,EMBE:MILANO,ETF,"0,50%",Distributing,EUR
381,LU1215461085,UBS BL MSCI US LIQ COR SUS UCITS ETF,CBSUS:MILANO,ETF,"0,20%",Distributing,EUR
382,LU1079841273,OSSIAM SH BAR CAPE US SECT VAL UCITS ETF,CAPU:MILANO,ETF,"0,65%",Accumulating,EUR
383,LU0397221945,XTRACKERS PORTFOLIO UCITS ETF,XQUI:MILANO,ACTIVE ETF,"0,70%",Accumulating,EUR
384,LU1094612022,XTRACKERS II HARVEST CHIN GOVT UCITS ETF,CGB:MILANO,ETF,"0,35%",Distributing,EUR
385,IE00B3Y8D011,XTRACKERS PORTFOLIO INCOME UCITS ETF,XS7W:MILANO,ACTIVE ETF,"0,65%",Distributing,EUR
386,IE00BJ0KDQ92,XTRACKERS MSCI WORLD UCITS ETF,XDWD:MILANO,ETF,"0,19%",Accumulating,EUR
387,IE00BL25JN58,XTRACKERS MSCI WORLD MINIM VOL UCITS ETF,XDEB:MILANO,ETF,"0,25%",Accumulating,EUR
388,IE00BL25JP72,XTRACKERS MSCI WORLD MOMENTUM UCITS ETF,XDEM:MILANO,ETF,"0,25%",Accumulating,EUR
389,IE00BL25JL35,XTRACKERS MSCI WORLD QUALITY UCITS ETF,XDEQ:MILANO,ETF,"0,25%",Accumulating,EUR
390,IE00BL25JM42,XTRACKERS MSCI WORLD VALUE UCITS ETF,XDEV:MILANO,ETF,"0,25%",Accumulating,EUR
391,LU1215454460,UBS FAC MSCI EMU LOW VOL UCITS ETF A-DIS,ELOVD:MILANO,ETF,"0,28%",Distributing,EUR
392,LU1215452928,UBS FAC MSCI EMU PRI VAL UCITS ETF A-DIS,EPVLD:MILANO,ETF,"0,28%",Distributing,EUR
393,LU1215451524,UBS FAC MSCI EMU QUALITY UCITS ETF A-DIS,EQLTD:MILANO,ETF,"0,28%",Distributing,EUR
394,IE00BX7RQY03,UBS FAC MSCI USA LOW VOL UCITS ETF A-DIS,ULOVD:MILANO,ETF,"0,25%",Distributing,EUR
395,IE00BX7RR706,UBS FAC MSCI USA PRI VAL UCITS ETF A-DIS,UPVLD:MILANO,ETF,"0,25%",Distributing,EUR
396,IE00BX7RRJ27,UBS FAC MSCI USA QUALITY UCITS ETF A-DIS,UQLTD:MILANO,ETF,"0,25%",Distributing,EUR
397,LU1285959703,LYXOR USD LIQ IG CORPORAT UCITS ETF DIST,USIG:MILANO,ETF,"0,14%",Accumulating,EUR
398,IE00BYQCZX56,WISDOMTREE EUROPE EQ UCITS ETF EUR ACC,HEDF:MILANO,ETF,"0,32%",Distributing,EUR
399,IE00BYQCZJ13,WISDOMTREE JAP EQ UCITS ETF EUR HED ACC,DXJF:MILANO,ETF,"0,45%",Distributing,EUR
400,IE00BYQCZN58,WISDOMTREE JAPAN EQ UCITS ETF JPY ACC,DXJZ:MILANO,ETF,"0,40%",Distributing,EUR
401,IE00BYPLS672,L&G CYBER SECURITY UCITS ETF,ISPY:MILANO,ETF,"0,69%",Accumulating,EUR
402,LU0908501132,LYXOR MSCI EMU ESG (DR) UCITS ETF,MFDD:MILANO,ETF,"0,12%",Distributing,EUR
403,LU0908500753,LYXOR CORE STX EUR 600 DR UCITS ETF ACC,MEUD:MILANO,ETF,"0,07%",Accumulating,EUR
404,DE0005933923,ISHARES MDAX UCITS ETF (DE),EXS3:MILANO,ETF,"0,51%",Accumulating,EUR
405,IE00BWT3KJ20,UBS FAC MSCI US LOW VOL UCITS ETF EU HED,ULOVE:MILANO,ETF,"0,30%",Accumulating,EUR
406,IE00BWT3KN65,UBS FAC MSCI US QUALITY UCITS ETF EU HED,UQLTE:MILANO,ETF,"0,30%",Accumulating,EUR
407,FR0011720911,LYXOR MSCI CHINA A (DR) UCITS UCITS ETF,CNAA:MILANO,ETF,"0,35%",Accumulating,EUR
408,LU1327051279,LYXOR S&P 500 DAILY (-2X) INV UCITS ETF,SPX2S:MILANO,STRUCTURED ETF,"0,60%",Accumulating,EUR
409,IE00BZ4BMM98,INVESCO EUSTX HIGH DIV LOW VOL UCITS ETF,EUHD:MILANO,ETF,"0,30%",Distributing,EUR
410,LU1248511575,LYXOR SMART OVERNIGHT UCITS ETF C-USD,SMARTU:MILANO,ACTIVE ETF,"0,10%",Accumulating,EUR
411,LU1324516050,UBS BBG USD EM MKT SOV UCITS ETF,SBEM:MILANO,ETF,"0,42%",Distributing,EUR
412,LU1324510525,UBS BBG US 1-3Y TREA UCITS ETF,UST1F:MILANO,ETF,"0,17%",Distributing,EUR
413,IE00BZ036H21,XTRACKERS USD CORPORATE BOND UCITS ETF,XDGU:MILANO,ETF,"0,16%",Distributing,EUR
