,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency
3671,IE000RN58M26,iShares Metaverse UCITS ETF USD (Acc),CBUV:XETRA,ETF,"0,50%",Accumulating,EUR
3672,IE000AQ7A2X6,SPDR Bloomberg Global Aggregate Bond EUR Hdg UCITS ETF (Acc),SPFF:XETRA,ETF,"0,10%",Accumulating,EUR
3673,IE0005E47AH7,"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF",SDG9:XETRA,ETF,"0,35%",Accumulating,EUR
3674,IE000V0GDVU7,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF,XG11:XETRA,ETF,"0,35%",Accumulating,EUR
3675,IE000Y6ZXZ48,Xtrackers MSCI Global SDG 12 Circular Economy UCITS ETF,XG12:XETRA,ETF,"0,35%",Accumulating,EUR
3676,IE000XLJ2JQ9,Amundi S&P SmallCap 600 ESG UCITS ETF - Dist,MWON:XETRA,ETF,"0,35%",Distributing,EUR
3677,LU2555926455,Ossiam Shiller Barclays CAPE Global Sector Value TR - UCITS ETF 1C (EUR),EUPB:XETRA,ETF,"0,65%",Accumulating,EUR
3678,LU2555926372,Ossiam Shiller Barclays CAPE Global Sector Value TR - UCITS ETF 1C (USD),EUPA:XETRA,ETF,"0,65%",Accumulating,USD
3679,IE000ZWSN3F7,Invesco Global High Yield Corporate Bond ESG UCITS ETF Dist,GB1D:XETRA,ETF,"0,25%",Distributing,EUR
3680,IE0001VDDL68,Invesco Global High Yield Corporate Bond ESG UCITS ETF Acc,GB1A:XETRA,ETF,"0,25%",Accumulating,EUR
3681,LU2552296563,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF,XY2D:XETRA,ETF,"0,15%",Accumulating,EUR
3682,IE000D8FCSD8,iShares Listed Private Equity UCITS ETF USD (Acc),CBUW:XETRA,ETF,"0,75%",Accumulating,EUR
3683,IE000M7V94E1,VanEck Uranium and Nuclear Technologies UCITS ETF,NUKL:XETRA,ETF,"0,55%",Accumulating,EUR
3684,LU1900069219,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF Euro Hedged Acc,C099:XETRA,ETF,"0,35%",Accumulating,EUR
3685,IE000PSF3A70,Xtrackers MSCI Global SDGs UCITS ETF,XDGI:XETRA,ETF,"0,35%",Accumulating,EUR
3686,IE00036F4K40,Xtrackers MSCI Global SDG 3 Good Health UCITS ETF,XDG3:XETRA,ETF,"0,35%",Accumulating,EUR
3687,IE0007WJ6B10,Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF,XDG6:XETRA,ETF,"0,35%",Accumulating,EUR
3688,IE000JZYIUN0,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF,XDG7:XETRA,ETF,"0,35%",Accumulating,EUR
3689,LU2533810276,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF - USD,BJLC:XETRA,ETF,"0,30%",Accumulating,USD
3690,LU2533813296,BNP Paribas Easy ECPI Global ESG Blue Economy UCITS ETF - USD,ASR1:XETRA,ETF,"0,30%",Accumulating,USD
3691,LU2533811167,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF - USD,BJLB:XETRA,ETF,"0,30%",Accumulating,USD
3692,LU2533811084,BNP Paribas Easy ECPI Global ESG Med Tech UCITS ETF - USD,BJLA:XETRA,ETF,"0,30%",Accumulating,USD
3693,LU2533813023,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF - USD,ASRZ:XETRA,ETF,"0,30%",Accumulating,USD
3694,IE000LSRKCB4,Global X S&P 500 Quarterly Buffer UCITS ETF - USD Accumulating,SPQB:XETRA,ETF,"0,45%",Accumulating,EUR
3695,IE000EPX8KB7,Global X S&P 500 Quarterly Tail Hedge UCITS ETF - USD Accumulating,SPQH:XETRA,ETF,"0,45%",Accumulating,EUR
3696,IE000CK5G8J7,iShares Global Infrastructure UCITS ETF USD (Acc),CBUX:XETRA,ETF,"0,70%",Accumulating,EUR
3697,DE000A2QP4B6,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Acc),EXIE:XETRA,ETF,"0,20%",Accumulating,EUR
3698,LU2572256662,Amundi PEA Dow Jones Industrial Average,AHYI:XETRA,ETF,"0,45%",Distributing,EUR
3699,LU2572256662,Amundi PEA Dow Jones Industrial Average,AHYL:XETRA,ETF,"0,45%",Distributing,EUR
3700,LU2572256829,Amundi German Bund Daily (-1x) Inverse UCITS ETF - Dist,AHYJ:XETRA,ETF,"0,20%",Distributing,EUR
3701,LU2572257041,Amundi ShortDAX Daily (-1x) Inverse UCITS ETF - Dist,AHYK:XETRA,ETF,"0,30%",Distributing,EUR
3702,LU2533812991,BNP Paribas Easy € Aggregate Bond SRI Fossil Free UCITS ETF Capitalisation,BJLF:XETRA,ETF,"0,15%",Accumulating,EUR
3703,LU2533812728,BNP Paribas Easy € Aggregate Bond SRI Fossil Free UCITS ETF Distribution,BJLD:XETRA,ETF,"0,15%",Distributing,EUR
3704,LU2533810862,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Capitalisation,BJLG:XETRA,ETF,"0,15%",Accumulating,EUR
3705,LU2533810789,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Distribution,BJLH:XETRA,ETF,"0,15%",Distributing,EUR
3706,IE0006FDYJF8,Xtrackers MSCI Japan Climate Transition UCITS ETF,XCJD:XETRA,ETF,"0,15%",Distributing,EUR
3707,IE000GYDNJS5,Xtrackers MSCI USA Climate Transition UCITS ETF,XCUD:XETRA,ETF,"0,09%",Distributing,EUR
3708,IE000W6L2AI3,Xtrackers MSCI EMU Climate Transition UCITS ETF,XCEU:XETRA,ETF,"0,12%",Accumulating,EUR
3709,IE000N9MLVT1,Xtrackers MSCI Europe Climate Transition UCITS ETF,XECT:XETRA,ETF,"0,12%",Accumulating,EUR
3710,IE000P4AYI47,Xtrackers MSCI World Climate Transition UCITS ETF,XCTW:XETRA,ETF,"0,19%",Accumulating,EUR
3711,IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,VUKG:XETRA,ETF,"0,09%",Accumulating,EUR
3712,IE00BFMXVQ44,Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,VMIG:XETRA,ETF,"0,10%",Accumulating,EUR
3713,IE00BGYWSV06,Vanguard USD Corporate 1-3 year Bond UCITS ETF ( USD) Acc,VAGY:XETRA,ETF,"0,09%",Accumulating,EUR
3714,IE00BH04GW44,Vanguard U.K. Gilt UCITS ETF (GBP) Accumulating,VX6F:XETRA,ETF,"0,07%",Accumulating,EUR
3715,IE00BLRPPV00,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,VUCF:XETRA,ETF,"0,07%",Accumulating,EUR
3716,IE00BGYWFS63,Vanguard USD Treasury Bond UCITS ETF (USD) Accumulating,VAGT:XETRA,ETF,"0,07%",Accumulating,EUR
3717,IE000QLV3SY5,Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF,FVEM:XETRA,ETF,"0,18%",Accumulating,EUR
3718,LU2572256746,Amundi MSCI China A II UCITS ETF Dist,C024:XETRA,ETF,"0,40%",Distributing,EUR
3719,LU2572256746,Amundi MSCI China A II UCITS ETF Dist,C025 (USD):XETRA,ETF,"0,40%",Distributing,USD
3720,LU2572257470,Amundi MSCI Europe Small Cap ESG Climate Net Zero Ambition CTB UCITS ETF Dist,X026:XETRA,ETF,"0,35%",Distributing,EUR
3721,LU2572257397,Amundi MSCI Pacific ESG Climate Net Zero Ambition CTB UCITS ETF Dist,X014:XETRA,ETF,"0,45%",Distributing,EUR
3722,IE00BGYWCB81,Vanguard USD Emerging Markets Government Bond UCITS ETF USD Acc,VAGG:XETRA,ETF,"0,25%",Accumulating,EUR
3723,LU2581375156,Xtrackers STOXX Europe 600 UCITS ETF,XSX7:XETRA,ETF,"0,18%",Distributing,EUR
3724,LU2581375230,Xtrackers MSCI Japan UCITS ETF,XM1D:XETRA,ETF,"0,12%",Distributing,EUR
3725,LU2581375073,Xtrackers MSCI USA Swap UCITS ETF,XUSW:XETRA,ETF,"0,07%",Distributing,EUR
3726,IE000CXLGK86,Xtrackers S&P 500 Equal Weight UCITS ETF,XDED:XETRA,ETF,"0,20%",Distributing,EUR
3727,IE000K6PPGX7,Sprott Energy Transition Materials UCITS ETF,M7ES:XETRA,ETF,"0,75%",Accumulating,EUR
3728,IE000IF0HTJ9,Fidelity Global Government Bond Climate Aware UCITS ETF - Inc,FFGG:XETRA,ETF,"0,20%",Distributing,EUR
3729,IE0007M3MLF3,WisdomTree Global Quality Dividend Growth UCITS ETF - EUR Hedged Acc,WGRU:XETRA,ETF,"0,43%",Accumulating,EUR
3730,LU2573966905,Amundi MSCI Emerging Markets II UCITS ETF - Dist,AE5A:XETRA,ETF,"0,14%",Distributing,EUR
3731,IE000JTPK610,iShares MSCI ACWI SRI UCITS ETF USD (Acc),CBUY:XETRA,ETF,"0,20%",Accumulating,EUR
3732,IE000H22E3N8,iShares Core GBP Corp Bond UCITS ETF EUR Hedged (Acc),CBU0:XETRA,ETF,"0,25%",Accumulating,EUR
3733,IE000VSFIC94,iShares Broad $ High Yield Corp Bond UCITS ETF EUR Hedged (Acc),CBU1:XETRA,ETF,"0,22%",Accumulating,EUR
3734,IE000NXF88S1,VanEck Oil Services UCITS ETF,V0IH:XETRA,ETF,"0,35%",Accumulating,EUR
3735,IE000YYE6WK5,VanEck Defense UCITS ETF,DFEN:XETRA,ETF,"0,55%",Accumulating,EUR
3736,LU1708330235,Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR - EUR Hedged,A4HD:XETRA,ETF,"0,22%",Accumulating,EUR
3737,IE000XG0ZRI7,Invesco Global High Yield Corporate Bond ESG UCITS ETF - EUR Pfund Hedged Acc,GB1E:XETRA,ETF,"0,30%",Accumulating,EUR
3738,IE00018LB0D8,Invesco S&P World Financials ESG UCITS ETF Acc,WF1E:XETRA,ETF,"0,18%",Accumulating,EUR
3739,IE000AIFGRB9,Invesco S&P World Energy ESG UCITS ETF Acc,WDEE:XETRA,ETF,"0,18%",Accumulating,EUR
3740,IE000L4EH2K5,Invesco S&P World Health Care ESG UCITS ETF Acc,WH2E:XETRA,ETF,"0,18%",Accumulating,EUR
3741,IE000Q0IU5T1,Invesco S&P World Information Technology ESG UCITS ETF Acc,WDTE:XETRA,ETF,"0,18%",Accumulating,EUR
3742,IE000HT7E0B1,Xtrackers Nordic Net Zero Pathway Paris Aligned UCITS ETF,XNZN:XETRA,ETF,"0,15%",Accumulating,EUR
3743,IE00B27YCN58,iShares MSCI World Islamic UCITS ETF USD (Dist),IUSD:XETRA,ETF,"0,30%",Distributing,EUR
3744,IE000CR3ZDF9,iShares EUR Aggregate Bond ESG UCITS ETF,CBU2:XETRA,ETF,"0,16%",Accumulating,EUR
3745,LU2158769930,Xtrackers J.P. Morgan EM Local Government Bond UCITS ETF,XEML:XETRA,ETF,"0,25%",Distributing,EUR
3746,JE00B3MR2Q90,WisdomTree Long CHF Short EUR,XBJA:XETRA,ETN,"0,39%",,EUR
3747,JE00B3MRDD32,WisdomTree Long NOK Short EUR,LNOE:XETRA,ETN,"0,39%",,EUR
3748,JE00B3MQG751,WisdomTree Long SEK Short EUR,XBJD:XETRA,ETN,"0,39%",,EUR
3749,JE00B3MWC642,WisdomTree Long JPY Short EUR,SJPS:XETRA,ETN,"0,39%",,EUR
3750,JE00B3KNMS14,WisdomTree Short JPY Long EUR,SJPL:XETRA,ETN,"0,39%",,EUR
3751,JE00B3L54023,WisdomTree Short CHF Long EUR,SCHE:XETRA,ETN,"0,39%",,EUR
3752,JE00B3SBYQ91,WisdomTree Short USD Long EUR,XBJQ:XETRA,ETN,"0,39%",,EUR
3753,JE00B6822V48,WisdomTree Long CNY Short USD,XBJE:XETRA,ETN,"0,59%",,EUR
3754,JE00B66M4S72,WisdomTree Short CNY Long USD,XBJF:XETRA,ETN,"0,59%",,EUR
3755,JE00B3RNTN80,WisdomTree Long USD Short EUR,XBJP:XETRA,ETN,"0,39%",,EUR
3756,JE00B3XGSP64,WisdomTree Long AUD Short EUR,XBJJ:XETRA,ETN,"0,39%",,EUR
3757,IE00B8GKPP93,WisdomTree DAX 3x Daily Short,3DES:XETRA,ETN,"0,80%",,EUR
3758,IE00B878KX55,WisdomTree DAX 3x Daily Leveraged,3DEL:XETRA,ETN,"0,75%",,EUR
3759,IE00B8JF9153,WisdomTree EURO STOXX 50 3x Daily Short,PCFC:XETRA,ETN,"0,80%",,EUR
3760,IE00B7SD4R47,WisdomTree EURO STOXX 50 3x Daily Leveraged,PCFD:XETRA,ETN,"0,75%",,EUR
3761,IE00BKS8QT65,WisdomTree US Treasuries 10Y 3x Daily Short,TY3S:XETRA,ETN,"0,30%",,EUR
3762,IE00BKS8QN04,WisdomTree Bund 10Y 3x Daily Short,SBU3:XETRA,ETN,"0,30%",,EUR
3763,JE00BMM1XD84,WisdomTree Short USD Long EUR 5x Daily,5CH6:XETRA,ETN,"0,98%",,EUR
3764,JE00BMM1XC77,WisdomTree Long USD Short EUR 5x Daily,5CH5:XETRA,ETN,"0,98%",,EUR
3765,IE00B7Y34M31,WisdomTree S&P 500 3x Daily Leveraged,US9L:XETRA,ETN,"0,75%",,EUR
3766,IE00BLRPRL42,WisdomTree NASDAQ 100 3x Daily Leveraged,3QQQ:XETRA,ETN,"0,75%",,EUR
3767,IE00B8K7KM88,WisdomTree S&P 500 3x Daily Short,US9S:XETRA,ETN,"0,80%",,EUR
3768,IE00BLRPRJ20,WisdomTree NASDAQ 100 3x Daily Short,3QSS:XETRA,ETN,"0,80%",,EUR
3769,IE00BLS09N40,WisdomTree EURO STOXX Banks 3x Daily Leveraged,0LJI:XETRA,ETN,"0,89%",,EUR
3770,IE00BYTYHN28,WisdomTree Emerging Markets 3x Daily Leveraged,3E3M:XETRA,ETN,"0,99%",,EUR
3771,IE00BLRPRH06,WisdomTree S&P 500 VIX Short-Term Futures 2.25x Daily Leveraged,VIXL:XETRA,ETN,"0,99%",,EUR
3772,IE00BYTYHM11,WisdomTree Emerging Markets 3x Daily Short,3E3S:XETRA,ETN,"0,99%",,EUR
3773,IE00BF4TW453,WisdomTree Bund 30Y 3x Daily Short,XMWH:XETRA,ETN,"0,30%",,EUR
3774,DE000A27Z304,ETC Group Physical Bitcoin,BTCE:XETRA,ETN,"2,00%",,EUR
3775,DE000A27Z304,ETC Group Physical Bitcoin,BTCF (USD):XETRA,ETN,"2,00%",,USD
3776,CH0454664001,21Shares Bitcoin ETP,2BTC:XETRA,ETN,"1,49%",,EUR
3777,CH0454664001,21Shares Bitcoin ETP,2BTD (USD):XETRA,ETN,"1,49%",,USD
3778,CH0514065058,21Shares Short Bitcoin ETP,2SBT:XETRA,ETN,"2,50%",,EUR
3779,DE000A28M8D0,VanEck Bitcoin ETN,VBTC:XETRA,ETN,"1,00%",,EUR
3780,DE000A3GMKD7,ETC Group Physical Ethereum,ZETH:XETRA,ETN,"1,49%",,EUR
3781,DE000A3GMKD7,ETC Group Physical Ethereum,ZETI (USD):XETRA,ETN,"1,49%",,USD
3782,CH0454664027,21Shares Ethereum Staking ETP,ETHA:XETRA,ETN,"1,49%",,EUR
3783,CH0454664027,21Shares Ethereum Staking ETP,ETHB (USD):XETRA,ETN,"1,49%",,USD
3784,CH0475552201,21Shares Bitcoin Cash ETP,ABCH:XETRA,ETN,"2,50%",,EUR
3785,DE000A3GPSP7,VanEck Ethereum ETN,VETH:XETRA,ETN,"1,00%",,EUR
3786,DE000A3GN5J9,ETC Group Physical Litecoin,ELTC:XETRA,ETN,"2,00%",,EUR
3787,DE000A3GN5J9,ETC Group Physical Litecoin,ELTE (USD):XETRA,ETN,"2,00%",,USD
3788,GB00BJYDH287,WisdomTree Bitcoin,WBIT:XETRA,ETN,"0,95%",,EUR
3789,GB00BJYDH394,WisdomTree Ethereum,WETH:XETRA,ETN,"0,95%",,EUR
3790,DE000A3GK2N1,DDA Physical Bitcoin ETP,XBTI:XETRA,ETN,"0,95%",,EUR
3791,GB00BLD4ZL17,CoinShares Physical Bitcoin,BITC:XETRA,ETN,"0,98%",,EUR
3792,GB00BLD4ZM24,CoinShares Physical Ethereum,CETH:XETRA,ETN,"0,00%",,EUR
3793,GB00BLD4ZP54,CoinShares Physical Litecoin,CLTC:XETRA,ETN,"1,50%",,EUR
3794,DE000A3GSUC5,VanEck Polkadot ETN,VDOT:XETRA,ETN,"1,50%",,EUR
3795,DE000A3GSUD3,VanEck Solana ETN,VS0L:XETRA,ETN,"1,50%",,EUR
3796,DE000A3GSUE1,VanEck TRON ETN,VTRX:XETRA,ETN,"1,50%",,EUR
3797,CH1102728750,21Shares Cardano ETP,ADAA:XETRA,ETN,"2,50%",,EUR
3798,CH0593331561,21Shares Polkadot ETP,ADOT:XETRA,ETN,"2,50%",,EUR
3799,CH1109575535,21Shares Stellar Lumens ETP,XLME:XETRA,ETN,"2,50%",,EUR
3800,CH0491507486,21Shares Tezos Staking ETP,AXTZ:XETRA,ETN,"2,50%",,EUR
3801,CH1114873776,21Shares Solana Staking ETP,ASOL:XETRA,ETN,"2,50%",,EUR
3802,CH0445689208,21Shares Crypto Basket Index ETP,21XH:XETRA,ETN,"2,50%",,EUR
3803,XS2376095068,Invesco Physical Bitcoin,BTIC:XETRA,ETN,"0,99%",,EUR
3804,GB00BMTP1733,WisdomTree Crypto Mega Cap Equal Weight,WMEG:XETRA,ETN,"0,95%",,EUR
3805,GB00BMTP1626,WisdomTree Crypto Market,WBLC:XETRA,ETN,"1,45%",,EUR
3806,GB00BMTP1519,WisdomTree Crypto Altcoins,ALTC:XETRA,ETN,"1,45%",,EUR
3807,DE000A3GVKX6,ETC Group Physical Polkadot,PLKA:XETRA,ETN,"1,95%",,EUR
3808,DE000A3GVKX6,ETC Group Physical Polkadot,PLKB (USD):XETRA,ETN,"1,95%",,USD
3809,DE000A3GVKY4,ETC Group Physical Cardano,RDAN:XETRA,ETN,"1,95%",,EUR
3810,DE000A3GVKY4,ETC Group Physical Cardano,RDAM (USD):XETRA,ETN,"1,95%",,USD
3811,DE000A3GVKZ1,ETC Group Physical Solana,ESOL:XETRA,ETN,"1,95%",,EUR
3812,DE000A3GVKZ1,ETC Group Physical Solana,ESOM (USD):XETRA,ETN,"1,95%",,USD
3813,DE000A3GTML1,DDA Physical Ethereum ETP,IETH:XETRA,ETN,"0,95%",,EUR
3814,GB00BMWB4803,CoinShares Physical Staked Tezos,XTZS:XETRA,ETN,"0,00%",,EUR
3815,GB00BMWB4803,CoinShares Physical Staked Tezos,XTST (USD):XETRA,ETN,"0,00%",,USD
3816,GB00BNRRFW10,CoinShares Physical Staked Polkadot,CDOT:XETRA,ETN,"0,00%",,EUR
3817,GB00BNRRFW10,CoinShares Physical Staked Polkadot,CDOU (USD):XETRA,ETN,"0,00%",,USD
3818,DE000A3GWEU3,VanEck Crypto Leaders ETN,VT0P:XETRA,ETN,"1,50%",,EUR
3819,XS2434891219,Fidelity Physical Bitcoin ETP,FBTC:XETRA,ETN,"0,75%",,EUR
3820,XS2427363036,WisdomTree STOXX Europe Travel & Leisure 2x Daily Leveraged,2FLY:XETRA,ETN,"0,80%",,EUR
3821,XS2437455608,WisdomTree STOXX Europe Travel & Leisure 2x Daily Short,STR2:XETRA,ETN,"0,85%",,EUR
3822,XS2427363895,WisdomTree STOXX Europe Automobiles 2x Daily Leveraged,2CAR:XETRA,ETN,"0,80%",,EUR
3823,XS2427474023,WisdomTree STOXX Europe Oil & Gas 2x Daily Short,O2IG:XETRA,ETN,"0,85%",,EUR
3824,GB00BLBDZV05,Global X Bitcoin ETN,BT0Y:XETRA,ETN,"0,65%",,EUR
3825,GB00BLBDZV05,Global X Bitcoin ETN,BT0X (USD):XETRA,ETN,"0,65%",,USD
3826,GB00BLBDZW12,Global X Ether ETN,ET0Y:XETRA,ETN,"0,65%",,EUR
3827,GB00BLBDZW12,Global X Ether ETN,ET0X (USD):XETRA,ETN,"0,65%",,USD
3828,GB00BNRRF659,CoinShares Physical Staked Cardano,CSDA:XETRA,ETN,"0,00%",,EUR
3829,XS2305050556,GraniteShares FAANG ETP,FNNG:XETRA,ETN,"0,69%",,EUR
3830,XS2305051109,GraniteShares 1x Short FAANG Daily ETP,FNNS:XETRA,ETN,"0,99%",,EUR
3831,GB00BNRRFY34,CoinShares FTX Physical Staked Solana,SLNC:XETRA,ETN,"0,00%",,EUR
3832,GB00BNGJ9G01,WisdomTree Solana,DSOL:XETRA,ETN,"0,95%",,EUR
3833,GB00BNGJ9H18,WisdomTree Polkadot,XDOT:XETRA,ETN,"0,95%",,EUR
3834,GB00BNGJ9J32,WisdomTree Cardano,WADA:XETRA,ETN,"0,95%",,EUR
3835,CH1135202088,21Shares Avalanche ETP,V21A:XETRA,ETN,"2,50%",,EUR
3836,CH1145930991,21Shares Cosmos ETP,CO1S:XETRA,ETN,"2,50%",,EUR
3837,CH1146882316,21Shares Algorand ETP,ALC0:XETRA,ETN,"2,50%",,EUR
3838,CH0496454155,21Shares Binance BNB ETP,21XJ:XETRA,ETN,"2,50%",,EUR
3839,CH1100083471,21Shares Chainlink ETP,21XL:XETRA,ETN,"2,50%",,EUR
3840,CH1145930983,21Shares FTX Token ETP,USLE:XETRA,ETN,"2,50%",,EUR
3841,CH0454664043,21Shares Ripple XRP ETP,21XP:XETRA,ETN,"2,50%",,EUR
3842,CH1145931015,21Shares Terra Classic ETP,USLB:XETRA,ETN,"2,50%",,EUR
3843,CH1135202096,21Shares Uniswap ETP,2UNI:XETRA,ETN,"2,50%",,EUR
3844,CH1129538448,21Shares Polygon ETP,POLY:XETRA,ETN,"2,50%",,EUR
3845,DE000A3GV1T7,VanEck Avalanche ETN,VAVA:XETRA,ETN,"1,50%",,EUR
3846,DE000A3GV1U5,VanEck Polygon ETN,VP0L:XETRA,ETN,"1,50%",,EUR
3847,DE000A3GWNC2,VanEck FTX Token ETN,VFTX:XETRA,ETN,"1,50%",,EUR
3848,DE000A3GWNE8,VanEck Algorand ETN,VGND:XETRA,ETN,"1,50%",,EUR
3849,DE000A3GWNP4,ETC Group Physical Polygon,MTCE:XETRA,ETN,"1,95%",,EUR
3850,DE000A3GWNP4,ETC Group Physical Polygon,MTCF (USD):XETRA,ETN,"1,95%",,USD
3851,GB00BLD4ZN31,Coinshares Physical XRP,XRRL:XETRA,ETN,"1,50%",,EUR
3852,IE00BK5BZR99,Leverage Shares 3x NVIDIA ETP Securities,NVI3:XETRA,ETN,"0,75%",,EUR
3853,IE00BK5BZV36,Leverage Shares 3x Microsoft ETP Securities,3MSE:XETRA,ETN,"0,75%",,EUR
3854,XS2297550217,Leverage Shares 3x PayPal ETP Securities,PPA3:XETRA,ETN,"0,75%",,EUR
3855,IE00BK5C1B80,Leverage Shares 3x Facebook ETP Securities,FB3:XETRA,ETN,"0,75%",,EUR
3856,IE00BK5BZS07,Leverage Shares 3x Apple ETP Securities,3APE:XETRA,ETN,"0,75%",,EUR
3857,IE00BKT6ZH01,Leverage Shares -1x Tesla ETP Securities,1STS:XETRA,ETN,"0,00%",,EUR
3858,IE00BK5BZQ82,Leverage Shares 3x Amazon ETP Securities,3AN:XETRA,ETN,"0,75%",,EUR
3859,IE00BK5BZX59,Leverage Shares 3x Alphabet ETP Securities,3GGL:XETRA,ETN,"0,75%",,EUR
3860,XS2337090422,Leverage Shares 3x AMD ETP Securities,AMU3:XETRA,ETN,"0,75%",,EUR
3861,XS2337085851,Leverage Shares 3x Palantir ETP Securities,PLT3:XETRA,ETN,"0,75%",,EUR
3862,IE00BD09ZV33,Leverage Shares 2x Visa ETP Securities,2VA:XETRA,ETN,"0,75%",,EUR
3863,XS2337090265,Leverage Shares -3x Short Tesla ETP Securities,TS3S:XETRA,ETN,"0,00%",,EUR
3864,XS2335553801,Leverage Shares 3x Disney ETP Securities,3DIE:XETRA,ETN,"0,75%",,EUR
3865,XS2336361345,Leverage Shares 3x Plug Power ETP Securities,PLG3:XETRA,ETN,"0,75%",,EUR
3866,XS2297551371,Leverage Shares 3x Boeing ETP Securities,3B0G:XETRA,ETN,"0,75%",,EUR
3867,IE00BKT66K01,Leverage Shares 2x Micron Technology ETP Securities,2MUE:XETRA,ETN,"0,75%",,EUR
3868,XS2336344762,Leverage Shares 3x Airbnb ETP Securities,ABN3:XETRA,ETN,"0,75%",,EUR
3869,XS2297552262,Leverage Shares 3x Square ETP Securities,SQA3:XETRA,ETN,"0,75%",,EUR
3870,IE00BK5BZT14,Leverage Shares 3x Salesforce.Com ETP Securities,3CRE:XETRA,ETN,"0,75%",,EUR
3871,XS2336362079,Leverage Shares -1x Short Plug Power ETP Securities,PLGS:XETRA,ETN,"0,75%",,EUR
3872,XS2399366108,Leverage Shares -3x Short Moderna (MRNA) ETP Securities,3MOS:XETRA,ETN,"0,75%",,EUR
3873,XS2297552932,Leverage Shares -1x Short Square ETP Securities,SQS:XETRA,ETN,"0,75%",,EUR
3874,XS2337086669,Leverage Shares -1x Short Palantir ETP Securities,PLTS:XETRA,ETN,"0,75%",,EUR
3875,IE00BKT66R79,Leverage Shares -1x Uber ETP Securities,SUBR:XETRA,ETN,"0,75%",,EUR
3876,XS2336345223,Leverage Shares -1x Short Airbnb ETP Securities,ABNS:XETRA,ETN,"0,75%",,EUR
3877,XS2297550308,Leverage Shares -1x Short PayPal ETP Securities,PPAS:XETRA,ETN,"0,75%",,EUR
3878,IE00BKTWZ782,Leverage Shares -1x Netflix ETP Securities,SNXE:XETRA,ETN,"0,75%",,EUR
3879,XS2399369110,Leverage Shares 2x Long Berkshire Hathaway (BRK-B) ETP Securities,2BRE:XETRA,ETN,"0,75%",,EUR
3880,IE00BKT66Q62,Leverage Shares -1x Advanced Micro Devices ETP Securities,SAMD:XETRA,ETN,"0,75%",,EUR
3881,XS2337085422,Leverage Shares -1x Short Disney ETP Securities,SDIE:XETRA,ETN,"0,75%",,EUR
3882,IE00BKTWZ675,Leverage Shares -1x Facebook ETP Securities,FBES:XETRA,ETN,"0,75%",,EUR
3883,IE00BKTW5674,Leverage Shares -1x NVIDIA ETP Securities,1NDA:XETRA,ETN,"0,75%",,EUR
3884,IE00BKTW9M13,Leverage Shares -1x Microsoft ETP Securities,MSSE:XETRA,ETN,"0,75%",,EUR
3885,IE00BKTW9N20,Leverage Shares -1x Alphabet ETP Securities,GOOE:XETRA,ETN,"0,75%",,EUR
3886,XS2337092550,Leverage Shares 3x UBER ETP Securities,3URE:XETRA,ETN,"0,75%",,EUR
3887,XS2399367254,Leverage Shares 3x Long Coinbase (COIN) ETP Securities,3COI:XETRA,ETN,"0,75%",,EUR
3888,IE00BK5BZW43,Leverage Shares 3x Netflix ETP Securities,3NFE:XETRA,ETN,"0,75%",,EUR
3889,IE00BKT66P55,Leverage Shares -1x Micron Technology ETP Securities,SMTE:XETRA,ETN,"0,75%",,EUR
3890,IE00BKTWZ451,Leverage Shares -1x Apple ETP Securities,1APS:XETRA,ETN,"0,75%",,EUR
3891,IE00BKTWZ568,Leverage Shares -1x Salesforce.Com ETP Securities,SCRE:XETRA,ETN,"0,75%",,EUR
3892,XS2297551454,Leverage Shares -1x Short Boeing ETP Securities,SBA:XETRA,ETN,"0,75%",,EUR
3893,IE00BKT66S86,Leverage Shares -1x Amazon ETP Securities,SAMZ:XETRA,ETN,"0,75%",,EUR
3894,XS2399365639,Leverage Shares 3x Long Moderna (MRNA) ETP Securities,3MRN:XETRA,ETN,"0,75%",,EUR
3895,XS2399366280,Leverage Shares 3x Long Airbus (AIR.PA) ETP Securities,L3AI:XETRA,ETN,"0,75%",,EUR
3896,XS2399367171,Leverage Shares -3x Short Airbus (AIR.PA) ETP Securities,SAIR:XETRA,ETN,"0,75%",,EUR
